nct_id;nlm_download_date_description;study_first_submitted_date;results_first_submitted_date;disposition_first_submitted_date;last_update_submitted_date;study_first_submitted_qc_date;study_first_posted_date;study_first_posted_date_type;results_first_submitted_qc_date;results_first_posted_date;results_first_posted_date_type;disposition_first_submitted_qc_date;disposition_first_posted_date;disposition_first_posted_date_type;last_update_submitted_qc_date;last_update_posted_date;last_update_posted_date_type;start_month_year;start_date_type;start_date;verification_month_year;verification_date;completion_month_year;completion_date_type;completion_date;primary_completion_month_year;primary_completion_date_type;primary_completion_date;target_duration;study_type;acronym;baseline_population;brief_title;official_title;overall_status;last_known_status;phase;enrollment;enrollment_type;source;limitations_and_caveats;number_of_arms;number_of_groups;why_stopped;has_expanded_access;expanded_access_type_individual;expanded_access_type_intermediate;expanded_access_type_treatment;has_dmc;is_fda_regulated_drug;is_fda_regulated_device;is_unapproved_device;is_ppsd;is_us_export;biospec_retention;biospec_description;ipd_time_frame;ipd_access_criteria;ipd_url;plan_to_share_ipd;plan_to_share_ipd_description;created_at;updated_at;cities_lead;id.x;role;name;affiliation;intervention_names_comb;id.y;number_of_facilities;number_of_nsae_subjects;number_of_sae_subjects;registered_in_calendar_year;nlm_download_date;actual_duration;were_results_reported;months_to_report_results;has_us_facility;has_single_facility;minimum_age_num;maximum_age_num;minimum_age_unit;maximum_age_unit;number_of_primary_outcomes_to_measure;number_of_secondary_outcomes_to_measure;number_of_other_outcomes_to_measure
NCT02632292;ClinicalTrials.gov processed this data on May 29, 2020;2015-12-03;;;2019-09-24;2015-12-11;2015-12-16;Estimate;;;;;;;2019-09-24;2019-09-26;Actual;January 2016;Actual;2016-01-31;September 2019;2019-09-30;January 3, 2017;Actual;2017-01-03;January 3, 2017;Actual;2017-01-03;;Interventional;SUGAR-EVE;;EverolimuS-ElUtinG BioresorbAble VasculaR Scaffolds vErsus EVerolimus-Eluting Stents in Patients With Diabetes Mellitus;EverolimuS-ElUtinG BioresorbAble VasculaR Scaffolds vErsus EVerolimus-Eluting Stents in Patients With Diabetes Mellitus;Terminated;;N/A;33;Actual;University of Luebeck;;2;;Slow enrollment;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:08:37Z;2020-06-01T10:08:37Z;Lübeck;;;;;Absorb GT1 | Promus;63581467;1;;;2015;2020-05-29;11;FALSE;;FALSE;TRUE;18;;Years;;1;15;
NCT02631798;ClinicalTrials.gov processed this data on May 29, 2020;2015-12-04;;;2016-02-17;2015-12-15;2015-12-16;Estimate;;;;;;;2016-02-17;2016-02-18;Estimate;December 2015;;2015-12-31;February 2016;2016-02-29;July 2016;Anticipated;2016-07-31;June 2016;Anticipated;2016-06-30;;Interventional;;;Chromocolonoscopy With Food-grade Dyes;Mucosal Staining After Oral Administration of Food Grade Dyes in Subjects Undergoing Outpatients Colonoscopy;Unknown status;;N/A;30;Anticipated;University of Schleswig-Holstein;;1;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:08:46Z;2020-06-01T10:08:46Z;Kiel Lübeck;3538011;Principal Investigator;Mark Ellrichmann, MD;University Hospital Schleswig-Holstein, Campus Kiel;Food grade dye mucosal staining;63581503;1;;;2015;2020-05-29;;FALSE;;FALSE;TRUE;18;75;Years;Years;1;2;
NCT02620553;ClinicalTrials.gov processed this data on May 29, 2020;2015-06-08;;;2017-04-19;2015-11-30;2015-12-03;Estimate;;;;;;;2017-04-19;2017-04-20;Actual;September 2007;;2007-09-30;April 2017;2017-04-30;January 2014;Actual;2014-01-31;June 2013;Actual;2013-06-30;;Interventional;Pre-POINT;;Primary Intervention With Mucosal Insulin;Primary Intervention With Mucosal Insulin for Prevention of Type 1 Diabetes in Infants at High Genetic Risk to Develop Diabetes POINT (Primary Oral Insulin Trial) A Dose Finding and Safety Study ( Pre-POINT );Completed;;Phase 1/Phase 2;25;Actual;University of Colorado, Denver;;2;;;FALSE;;;;TRUE;;;;;;;;;;;Yes;;2020-06-01T10:11:20Z;2020-06-01T10:11:20Z;Dresden;3538840;Principal Investigator;Ezio Bonifacio, PhD;Medical Faculty Carl Gustav Carus, Dresden University of Technology;Human Insulin | Oral Placebo;63582359;1;;;2015;2020-05-29;70;FALSE;;TRUE;TRUE;2;7;Years;Years;3;2;
NCT02617095;ClinicalTrials.gov processed this data on May 29, 2020;2015-11-26;;;2017-03-06;2015-11-26;2015-11-30;Estimate;;;;;;;2017-03-06;2017-03-08;Actual;February 2015;;2015-02-28;March 2017;2017-03-31;October 2016;Actual;2016-10-31;June 2016;Actual;2016-06-30;;Interventional;;;Comparison of the Efficacy and Safety of T2762 Versus Optive® in the Treatment of Moderate to Severe Dry Eye Syndrome;Comparison of the Efficacy and Safety of T2762 Versus Optive® in the Treatment of Moderate to Severe Dry Eye Syndrome;Terminated;;N/A;64;Actual;Laboratoires Thea;;2;;recruitment rate too slow;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:11:52Z;2020-06-01T10:11:52Z;Erlangen;3539098;Principal Investigator;Friedrich KRUSE, Professor;Augenklinik mit Poliklinik - Swabachanlage 6 - 91054 Erlangen;Optive | T2762;63582624;1;;;2015;2020-05-29;16;FALSE;;FALSE;TRUE;18;;Years;;1;;
NCT02615860;ClinicalTrials.gov processed this data on May 29, 2020;2015-11-19;;;2015-11-23;2015-11-23;2015-11-26;Estimate;;;;;;;2015-11-23;2015-11-26;Estimate;November 2015;;2015-11-30;November 2015;2015-11-30;December 2017;Anticipated;2017-12-31;May 2017;Anticipated;2017-05-31;;Interventional;TECAIN;;Efficacy and Safety of TCA vs. ECA for the Treatment of AIN in HIV-positive Patients;Efficacy and Safety of Topical Trichloroacetic Acid vs. Electrocautery for the Treatment of Anal Intraepithelial Neoplasia in HIV-positive Patients (TECAIN) - a Randomized Controlled Trial;Unknown status;;N/A;560;Anticipated;University Hospital, Essen;;2;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T10:12:04Z;2020-06-01T10:12:04Z;Duisburg;;;;;Topical 85% trichloroacetic acid (TCA) | Surgical electrocautery (ECA);63582720;1;;;2015;2020-05-29;;FALSE;;FALSE;TRUE;18;;Years;;1;8;
NCT02613078;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-23;;;2016-03-02;2015-11-19;2015-11-24;Estimate;;;;;;;2016-03-02;2016-03-03;Estimate;March 2016;;2016-03-31;February 2016;2016-02-29;October 2017;Anticipated;2017-10-31;April 2017;Anticipated;2017-04-30;;Interventional;;;Hypnotherapy vs. Probiotics in Children With IBS and Functional Abdominal Pain;Gut-Directed Hypnotherapy vs. Probiotics in Children and Adolescents With Irritable Bowel Syndrome and Functional Abdominal Pain - A Pilot Study;Unknown status;;N/A;60;Anticipated;University Hospital Tuebingen;;3;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:12:38Z;2020-06-01T10:12:38Z;Tübingen;3539383;Principal Investigator;Marco D Gulewitsch, PhD;Eberhard Karls University, Tübingen, Germany;Gut-Directed Hypnotherapy | Nutritional Supplement | Self-Monitoring;63582929;1;;;2015;2020-05-29;;FALSE;;FALSE;TRUE;6;17;Years;Years;1;10;
NCT02612220;ClinicalTrials.gov processed this data on May 29, 2020;2015-11-13;;;2017-10-19;2015-11-20;2015-11-23;Estimate;;;;;;;2017-10-19;2017-10-20;Actual;December 3, 2015;Actual;2015-12-03;January 2017;2017-01-31;September 6, 2017;Actual;2017-09-06;September 6, 2017;Actual;2017-09-06;;Interventional;BioFoam;;Effectiveness of BioFoam® Surgical Matrix to Improve Hemostasis During Liver Resection;Effectiveness of BioFoam® Surgical Matrix to Improve Hemostasis During Liver Resection - A Randomized Controlled Trial;Completed;;N/A;101;Actual;Technische Universität Dresden;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:12:51Z;2020-06-01T10:12:51Z;Dresden;3539476;Principal Investigator;Christoph Reißfelder, MD;Department of Visceral, Thoracic and Vascular Surgery, University Hospital Carl Gustav Carus, TU Dresden, Germany;BioFoam® Surgical Matrix | Conservative hemostasis;63582996;1;;;2015;2020-05-29;21;FALSE;;FALSE;TRUE;18;;Years;;1;;
NCT02610764;ClinicalTrials.gov processed this data on May 29, 2020;2015-11-15;;;2017-04-12;2015-11-19;2015-11-20;Estimate;;;;;;;2017-04-12;2017-04-13;Actual;November 2015;;2015-11-30;April 2017;2017-04-30;December 2016;Actual;2016-12-31;December 2016;Actual;2016-12-31;;Interventional;ESO-CTC;;Pilot Sudy: Resectable Esophageal Adenocarcinoma and the Relevance of CTC;Resectable Esophageal Adenocarcinoma: The Influence of Multimodal Therapy on the Prevalence and Enumeration of Circulating Tumor Cells in Comparison With Conventional Response Evaluation in a Feasibility Study;Completed;;N/A;19;Actual;University Hospital Freiburg;;1;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:13:07Z;2020-06-01T10:13:07Z;Freiburg;3539580;Principal Investigator;Birte Kulemann, Dr. med.;University Hospital Freiburg;Blood Test for CTC evaluation;63583106;1;;;2015;2020-05-29;13;FALSE;;FALSE;TRUE;18;;Years;;1;1;2
NCT02609412;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-02;;;2016-05-10;2015-11-18;2015-11-20;Estimate;;;;;;;2016-05-10;2016-05-11;Estimate;May 2015;;2015-05-31;May 2016;2016-05-31;May 2016;Actual;2016-05-31;May 2016;Actual;2016-05-31;;Interventional;;;Immediate Effects of Self-myofascial Release on Latent Trigger Point Sensitivity;;Completed;;N/A;48;Actual;Goethe University;;3;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:13:21Z;2020-06-01T10:13:21Z;Frankfurt;3539737;Principal Investigator;Winfried Banzer, MD, PhD;Department of Sports Medicine, Goethe University Frankfurt/Main;Static compression of LMTRP | Dynamic self-myofascial release of calf | Placebo laser acupuncture of LMTRP;63583207;1;;;2015;2020-05-29;12;FALSE;;FALSE;TRUE;18;65;Years;Years;1;;
NCT02606799;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-01;;;2015-11-30;2015-11-16;2015-11-17;Estimate;;;;;;;2015-11-30;2015-12-02;Estimate;December 2015;;2015-12-31;November 2015;2015-11-30;September 2016;Anticipated;2016-09-30;July 2016;Anticipated;2016-07-31;;Interventional;EXCESS;;Extracorporeal Elimination of Cytokines Following Abdominal-thoracic Esophagectomy;Extracorporeal Elimination of Cytokines Following Abdominal-thoracic Esophagectomy - a Randomized Study (EXCESS);Unknown status;;Phase 2;24;Anticipated;Universitätsklinikum Hamburg-Eppendorf;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:14:03Z;2020-06-01T10:14:03Z;Hamburg;3539927;Principal Investigator;Axel Nierhaus, MD;University Medical Center Hamburg-Eppendorf, Dep. of Critical Care;CytoSorb cytokine elimination;63583406;1;;;2015;2020-05-29;;FALSE;;FALSE;TRUE;18;;Years;;1;3;
NCT02602275;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-28;;;2016-01-27;2015-11-09;2015-11-11;Estimate;;;;;;;2016-01-27;2016-01-28;Estimate;August 2015;;2015-08-31;January 2016;2016-01-31;December 2015;Actual;2015-12-31;December 2015;Actual;2015-12-31;;Interventional;NEURIM;;Neuronal Correlates of Neurexan® Action in Mildly to Moderately Stressed Probands;Neuronal Correlates of Neurexan® Action in Mildly to Moderately Stressed Probands - A Randomized, Placebo-controlled, Double-blind, Cross-over Trial of Mode of Action and Response Prediction by Functional Magnetic Resonance Imaging MRI;Completed;;Phase 2;53;Actual;Biologische Heilmittel Heel GmbH;;2;;;FALSE;;;;FALSE;;;;;;;;;;;Undecided;;2020-06-01T10:15:17Z;2020-06-01T10:15:17Z;Magdeburg;3540326;Principal Investigator;Martin Walter, PD Dr Med.;Clinical Affective Neuroimaging Laboratory, Univ. Magdeburg, Germany;Neurexan® | Placebo;63583748;1;;;2015;2020-05-29;4;FALSE;;FALSE;TRUE;31;59;Years;Years;6;4;
NCT02601963;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-19;;;2017-02-14;2015-11-10;2015-11-11;Estimate;;;;;;;2017-02-14;2017-02-15;Actual;September 2015;;2015-09-30;February 2017;2017-02-28;August 2016;Actual;2016-08-31;August 2016;Actual;2016-08-31;;Interventional;EMIRA;;Safety and Efficacy Study of a Topical Minocycline Foam in Patients With Papulopustular Rosacea;A Randomized, Multicenter, Double-blind, Vehicle-controlled Study to Evaluate the Safety and Efficacy of Two Different Doses of a Topical Minocycline Foam Compared to Vehicle in the Treatment of Papulopustular Rosacea - Study FX2015-10;Completed;;Phase 2;233;Actual;Foamix Ltd.;;3;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:15:21Z;2020-06-01T10:15:21Z;Kiel Lübeck;3540352;Principal Investigator;Ulrich Mrowietz, MD;University of Schleswig-Holstein;FMX-103 1.5% | FMX-103 3% | Vehicle foam (0%);63583773;20;;;2015;2020-05-29;11;FALSE;;FALSE;FALSE;18;;Years;;1;3;
NCT02599740;ClinicalTrials.gov processed this data on May 29, 2020;2015-11-03;;;2016-01-14;2015-11-06;2015-11-09;Estimate;;;;;;;2016-01-14;2016-01-15;Estimate;October 2015;;2015-10-31;January 2016;2016-01-31;December 2015;Actual;2015-12-31;December 2015;Actual;2015-12-31;;Interventional;;;Natural Fruit Extract Versus the Assumed Key Active Compound in Reducing the Post-prandial Blood Glucose Level;The Bioequivalence of a Natural Extract Versus the Assumed Key Active Compound in Reducing the Post-prandial Blood Glucose Levels;Completed;;N/A;84;Actual;Unilever R&D;;3;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:15:49Z;2020-06-01T10:15:49Z;Berlin;3540502;Principal Investigator;Christian Keicher, Dr;Charité Research Organisation GmbH;Natural fruit extract | Assumed active | Placebo;63583944;1;;;2015;2020-05-29;2;FALSE;;FALSE;TRUE;18;50;Years;Years;1;7;
NCT02596594;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-12;;;2018-01-24;2015-11-03;2015-11-04;Estimate;;;;;;;2018-01-24;2018-01-26;Actual;January 2010;;2010-01-31;January 2018;2018-01-31;April 2014;Actual;2014-04-30;April 2014;Actual;2014-04-30;;Interventional;port-IUGR;;Intraumbilical Amino Acids and Glucose Supplementation Via Port by Severe IUGR in Human Fetuses;Intraumbilical Amino Acids and Glucose Supplementation Via Subcutaneously Implanted Port System by Severe IUGR Human Fetuses;Completed;;N/A;14;Actual;Martin-Luther-Universität Halle-Wittenberg;;2;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T10:16:31Z;2020-06-01T10:16:31Z;Halle;3540735;Principal Investigator;Michael Tchirikov, MD, PhD;Martin-Luther University Halle-Wittenberg;fetal nutrition port system;63584182;;;;2015;2020-05-29;51;FALSE;;;FALSE;18;;Years;;1;3;
NCT02595840;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-23;;;2019-04-18;2015-11-02;2015-11-04;Estimate;;;;;;;2019-04-18;2019-04-19;Actual;November 25, 2015;Actual;2015-11-25;April 2019;2019-04-30;November 20, 2017;Actual;2017-11-20;November 20, 2017;Actual;2017-11-20;;Interventional;Trans-MARBLE;;Biomarker Study Accompanying the AIO-TRK-0114 Study (MARBLE);Biomarker Study Accompanying the AIO-TRK-0114 Study (MARBLE);Terminated;;Phase 2;4;Actual;Universität Duisburg-Essen;;2;;Futility;FALSE;;;;TRUE;FALSE;FALSE;;;FALSE;;;;;;;;2020-06-01T10:16:45Z;2020-06-01T10:16:45Z;Duisburg;;;;;Afatinib | Pemetrexed;63584240;;;;2015;2020-05-29;24;FALSE;;;FALSE;18;;Years;;1;2;
NCT02595645;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-29;;;2016-11-02;2015-11-02;2015-11-03;Estimate;;;;;;;2016-11-02;2016-11-03;Estimate;August 2015;;2015-08-31;November 2016;2016-11-30;October 2016;Actual;2016-10-31;August 2016;Actual;2016-08-31;;Interventional;GENESIS;;GENESIS: Genetic Biopsy for Prediction of Surveillance Intervals After Endoscopic Resection of Colonic Polyps;GENESIS: Genetic Biopsy for Prediction of Surveillance Intervals After Endoscopic Resection of Colonic Polyps;Completed;;N/A;101;Actual;University of Ulm;;1;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:16:48Z;2020-06-01T10:16:48Z;Ulm;3540820;Principal Investigator;Alexander G. Meining, Prof. Dr.;University Ulm, Internal Medicine I, Interventional and experimental endoscopy (InExEn);Polypectomy and NGS;63584256;4;;;2015;2020-05-29;12;FALSE;;FALSE;FALSE;18;;Years;;1;;
NCT02594930;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-31;;;2016-10-17;2015-11-02;2015-11-03;Estimate;;;;;;;2016-10-17;2016-10-19;Estimate;September 2015;;2015-09-30;October 2016;2016-10-31;November 2017;Anticipated;2017-11-30;September 2017;Anticipated;2017-09-30;;Interventional;COSPI;;Comparison of Two Different Techniques of Synovial Biopsy and Resistances of Cutaneous Smears in Suspected PPI;Comparison of Directed Versus Undirected Synovial Biopsy in Culture-negative Periprosthetic Joint Infections (With Preoperative Smears From the Skin) of the Knee and Evaluation of Outcome After Revision Joint Arthroplasty;Unknown status;;N/A;30;Anticipated;Technische Universität München;;1;;;FALSE;;;;FALSE;;;;;;;;;;;No;;2020-06-01T10:16:58Z;2020-06-01T10:16:58Z;Munich;3540874;Study Chair;Ruediger Eisenhart-Rothe, Prof.;Klinikum rechts der Isar, TU Munich;synovial biopsy of total knee arthroplasty;63584310;1;;;2015;2020-05-29;;FALSE;;FALSE;TRUE;18;;Years;;1;1;
NCT02594345;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-30;;;2016-02-22;2015-10-30;2015-11-03;Estimate;;;;;;;2016-02-22;2016-02-23;Estimate;October 2015;;2015-10-31;February 2016;2016-02-29;December 2015;Actual;2015-12-31;December 2015;Actual;2015-12-31;;Interventional;;;Effect of Exosomes Derived From Red Blood Cell Units on Platelet Function and Blood Coagulation;In Vitro Study of the Effect of Exosomes Derived From Red Blood Cell Units on Platelet Function and Blood Coagulation in Healthy Volunteers' Blood;Completed;;N/A;18;Actual;Johann Wolfgang Goethe University Hospital;;1;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:17:02Z;2020-06-01T10:17:02Z;Frankfurt;3540915;Principal Investigator;Dania P Fischer, M.D.;University Hospital, Frankfurt;in vitro study;63584355;1;;;2015;2020-05-29;2;FALSE;;FALSE;TRUE;18;80;Years;Years;1;4;
NCT02594332;ClinicalTrials.gov processed this data on May 29, 2020;2015-08-31;;;2017-07-11;2015-11-02;2015-11-03;Estimate;;;;;;;2017-07-11;2017-07-13;Actual;November 17, 2015;Actual;2015-11-17;July 2017;2017-07-31;May 22, 2017;Actual;2017-05-22;May 22, 2017;Actual;2017-05-22;;Interventional;MEMORY;;Effects of Mepolizumab Compared to Placebo on Airway Physiology in Patients With Eosinophilic Asthma: MEMORY Study;A Randomized, Double-blind, Placebo-controlled, Mono-center Study to Evaluate the Effects of Mepolizumab on Airway Physiology in Patients With Eosinophilic Asthma: the MEMORY Study;Terminated;;Phase 3;29;Actual;Johannes Gutenberg University Mainz;;2;;recruitment problems;FALSE;;;;FALSE;;;;;;;;;;;Undecided;;2020-06-01T10:17:02Z;2020-06-01T10:17:02Z;Mainz;3540916;Principal Investigator;Stephanie Korn, MD;Johannes Gutenberg University Mainz;Mepolizumab | Placebo;63584356;1;;;2015;2020-05-29;18;FALSE;;FALSE;TRUE;18;;Years;;7;33;
NCT02591524;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-27;;;2015-10-28;2015-10-28;2015-10-29;Estimate;;;;;;;2015-10-28;2015-10-29;Estimate;November 2015;;2015-11-30;October 2015;2015-10-31;April 2016;Anticipated;2016-04-30;January 2016;Anticipated;2016-01-31;;Interventional;;;Upper and Lower Airway Colonization in Cystic Fibrosis Patients After Lung Transplantation;Upper and Lower Airway Colonization in Cystic Fibrosis Patients After Lung Transplantation;Unknown status;;N/A;100;Anticipated;Hannover Medical School;;1;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:17:35Z;2020-06-01T10:17:35Z;Hannover;;;;;Bronchoalveolar and Nasal Lavage;63584572;1;;;2015;2020-05-29;;FALSE;;FALSE;TRUE;18;;Years;;1;3;
NCT02590575;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-23;;;2017-05-11;2015-10-28;2015-10-29;Estimate;;;;;;;2017-05-11;2017-05-12;Actual;October 2015;;2015-10-31;May 2017;2017-05-31;April 2017;Actual;2017-04-30;December 2016;Actual;2016-12-31;;Interventional;Prismalung;;Low Flow CO2 Removal on RRT;Low Flow CO2 Removal Via a Membrane Gas Exchange Device (Prismalung®) on a Renal Replacement Platform (Prismaflex®) in Hypercapnic, Ventilated Patients Requiring Renal Replacement;Completed;;N/A;20;Actual;University of Erlangen-Nürnberg Medical School;;1;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:17:43Z;2020-06-01T10:17:43Z;Erlangen;3541199;Principal Investigator;Stefan John, MD;University of Erlangen-Nuernberg;Extracorporeal CO2 removal with the Prismalung(R) gas exchanger on the Prismaflex(R) renal replacement platform;63584646;1;;;2015;2020-05-29;14;FALSE;;FALSE;TRUE;18;;Years;;2;11;
NCT02588794;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-27;;;2015-10-27;2015-10-27;2015-10-28;Estimate;;;;;;;2015-10-27;2015-10-28;Estimate;October 2015;;2015-10-31;October 2015;2015-10-31;December 2017;Anticipated;2017-12-31;August 2017;Anticipated;2017-08-31;;Interventional;CASAKI;;Cytokine Adsorption in Sepsis and Acute Kidney Injury;Cytokine Adsorption in Sepsis and Acute Kidney Injury;Unknown status;;N/A;124;Anticipated;Technische Universität München;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:18:02Z;2020-06-01T10:18:02Z;Munich;;;;;CytoSorb 300 ml device (3804606CE01);63584783;1;;;2015;2020-05-29;;FALSE;;FALSE;TRUE;18;80;Years;Years;1;4;
NCT02588300;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-25;;;2016-04-21;2015-10-25;2015-10-27;Estimate;;;;;;;2016-04-21;2016-04-22;Estimate;July 2013;;2013-07-31;April 2016;2016-04-30;October 2015;Actual;2015-10-31;October 2015;Actual;2015-10-31;;Interventional;;;Upper Airway Collapse in Patients With Obstructive Sleep Apnea Syndrome by Drug Induced Sleep Endoscopy;Evaluation of the Upper Airway Collapse in Patients With Obstructive Sleep Apnea Syndrome by Drug Induced Sleep Endoscopy According to the Munich Sleep Video Protocol;Completed;;N/A;43;Actual;Technische Universität München;;1;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:18:06Z;2020-06-01T10:18:06Z;Munich;;;;;Drug induced sleep endoscopy;63584821;1;;;2015;2020-05-29;27;FALSE;;FALSE;TRUE;18;75;Years;Years;1;;
NCT02588144;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-24;;;2017-06-16;2015-10-24;2015-10-27;Estimate;;;;;;;2017-06-16;2017-06-20;Actual;October 2015;;2015-10-31;June 2017;2017-06-30;September 2017;Anticipated;2017-09-30;September 2017;Anticipated;2017-09-30;;Interventional;STN+SNr;;Combined Stimulation of STN and SNr for Resistant Freezing of Gait in Parkinson's Disease;Combined Stimulation of Subthalamic Nucleus and Substantia Nigra Pars Reticulata for Resistant Freezing of Gait in Parkinson's Disease: A Randomized Controlled Multicenter Trial;Unknown status;;N/A;54;Anticipated;University Hospital Tuebingen;;2;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T10:18:08Z;2020-06-01T10:18:08Z;Tübingen;3541361;Principal Investigator;Daniel Weiss, MD;Department for Neurodegenerative Diseases, Centre for Neurology, Tübingen, Germany, and Hertie-Institute for Clinical Brain Research;[standard STN] | [STN+SNr];63584833;10;;;2015;2020-05-29;;FALSE;;FALSE;FALSE;18;80;Years;Years;1;12;
NCT02587533;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-13;;;2018-01-08;2015-10-23;2015-10-27;Estimate;;;;;;;2018-01-08;2018-01-09;Actual;November 2015;;2015-11-30;January 2018;2018-01-31;December 2017;Actual;2017-12-31;December 2017;Actual;2017-12-31;;Interventional;ChemoBar;;Peripheral Chemoreflex/Arterial Baroreflex Interaction in Patients With Electrical Carotid Sinus Stimulation;Peripheral Chemoreflex/Arterial Baroreflex Interaction in Patients With Electrical Carotid Sinus Stimulation;Completed;;N/A;11;Actual;Hannover Medical School;;4;;;FALSE;;;;TRUE;;;;;;;;;;;;;2020-06-01T10:18:16Z;2020-06-01T10:18:16Z;Hannover;3541409;Principal Investigator;Jens Tank, MD;Hannover Medical School;Hypoxia without dopamine | Hypoxia with dopamine | Hyperoxia without dopamine | Hyperoxia with dopamine;63584879;1;;;2015;2020-05-29;25;FALSE;;FALSE;TRUE;18;;Years;;1;1;7
NCT02587338;ClinicalTrials.gov processed this data on May 29, 2020;2015-06-16;;;2018-04-09;2015-10-26;2015-10-27;Estimate;;;;;;;2018-04-09;2018-04-10;Actual;May 2015;Actual;2015-05-31;April 2018;2018-04-30;December 2017;Actual;2017-12-31;April 2017;Actual;2017-04-30;;Interventional;CATS;;Cognitive Ability Training in Seniors;Verbesserung Kognitiver Fähigkeiten im Alter;Completed;;N/A;50;Actual;Wuerzburg University Hospital;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:18:19Z;2020-06-01T10:18:19Z;Würzburg;3541423;Principal Investigator;Martin J. Herrmann, PD Dr;University of Würzburg;Verum tDCS | Sham tDCS;63584895;1;;;2015;2020-05-29;23;FALSE;;FALSE;TRUE;60;70;Years;Years;1;1;
NCT02585882;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-22;;;2015-10-23;2015-10-22;2015-10-23;Estimate;;;;;;;2015-10-23;2015-10-26;Estimate;March 2012;;2012-03-31;October 2015;2015-10-31;October 2015;Actual;2015-10-31;August 2013;Actual;2013-08-31;;Interventional;;;Preventive Effect of Salt Fluoridation;Caries Preventive Effect of Salt Fluoridation in Preschool Children in The Gambia;Completed;;N/A;441;Actual;University of Witten/Herdecke;;2;;;FALSE;;;;FALSE;;;;;;;;;;;;;2020-06-01T10:18:40Z;2020-06-01T10:18:40Z;Witten-Herdecke;;;;;Fluoride table salt;63585006;;;;2015;2020-05-29;17;FALSE;;;FALSE;;;;;1;;
NCT02585752;ClinicalTrials.gov processed this data on May 29, 2020;2015-10-20;;;2018-04-19;2015-10-22;2015-10-23;Estimate;;;;;;;2018-04-19;2018-04-23;Actual;October 1, 2015;Actual;2015-10-01;April 2018;2018-04-30;November 24, 2017;Actual;2017-11-24;September 30, 2017;Actual;2017-09-30;;Interventional;ComfortCOPD;;A Study of Expiratory Pressure Modulation in Moderate to Severe COPD Patients - Phase 1b;A Study of Expiratory Pressure Modulation in Moderate to Severe COPD Patients - Phase 1b;Terminated;;N/A;20;Actual;ResMed;;1;;Low recruitment;FALSE;;;;FALSE;;FALSE;;;;;;;;;;;2020-06-01T10:18:43Z;2020-06-01T10:18:43Z;Aachen;3541527;Principal Investigator;Michael Dreher, MD;Universitätsklinikum Aachen;Noninvasive ventilation;63585016;1;;;2015;2020-05-29;24;FALSE;;FALSE;TRUE;18;100;Years;Years;1;5;
